epoch,timestamp,epoch_time,accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall,learning_rate
4,2025-05-31T23:08:48.646805,263.5387587547302,0.7696272730827332,0.930596113204956,0.4446337819099426,0.7834787964820862,0.7505814433097839,0.6810382604598999,0.8974616527557373,1.3083291053771973,0.6819383502006531,0.6810382604598999,9.999999747378752e-05
5,2025-05-31T23:12:26.415929,217.08026432991028,0.7814444899559021,0.9355511665344238,0.4258500039577484,0.7940676212310791,0.763121485710144,0.7281126379966736,0.8229424357414246,1.5973821878433228,0.7281126379966736,0.7281126379966736,9.999999747378752e-05
6,2025-05-31T23:16:12.330941,222.80047988891602,0.7906216382980347,0.9398870468139648,0.4130156636238098,0.8016899824142456,0.7752844095230103,0.6731192469596863,0.8093791007995605,2.0779664516448975,0.6731192469596863,0.6731192469596863,9.999999747378752e-05
7,2025-05-31T23:19:48.145235,215.8023145198822,0.8013074398040771,0.9433333277702332,0.40107738971710205,0.811224639415741,0.7859073281288147,0.6735591888427734,0.8435174822807312,1.7642806768417358,0.6735591888427734,0.6735591888427734,9.999999747378752e-05
8,2025-05-31T23:23:26.691419,218.53219628334045,0.806398868560791,0.9457128643989563,0.38768813014030457,0.8158472180366516,0.7947702407836914,0.6810382604598999,0.855472981929779,0.9714111685752869,0.6930336952209473,0.678398609161377,9.999999747378752e-05
9,2025-05-31T23:27:03.630162,216.92669939994812,0.8136589527130127,0.9476112723350525,0.3805743455886841,0.8223245739936829,0.8025017380714417,0.2921249568462372,0.37766018509864807,4.675192356109619,0.2921249568462372,0.2921249568462372,9.999999747378752e-05
10,2025-05-31T23:30:46.141449,222.49930024147034,0.8188446760177612,0.9493899941444397,0.3760282099246979,0.8258408904075623,0.8071531653404236,0.7540695071220398,0.9214555621147156,0.9235337972640991,0.7550750374794006,0.7527496814727783,9.999999747378752e-05
11,2025-05-31T23:34:36.138109,229.30856108665466,0.8205418586730957,0.9498369693756104,0.3735668361186981,0.828683614730835,0.8093846440315247,0.43950724601745605,0.621318519115448,2.851372003555298,0.44064027070999146,0.4359876811504364,9.999999747378752e-05
12,2025-05-31T23:38:38.289537,242.13143968582153,0.8262932896614075,0.952643096446991,0.3614640533924103,0.8329487442970276,0.8167703747749329,0.7294324636459351,0.9138089418411255,0.7710868120193481,0.7337777614593506,0.7263528108596802,9.999999747378752e-05
13,2025-06-01T07:26:05.075127,28046.773604869843,0.8302218914031982,0.9535813927650452,0.35662758350372314,0.8370574116706848,0.8217989802360535,0.7439507246017456,0.8172882795333862,1.7598062753677368,0.7439507246017456,0.7439507246017456,9.999999747378752e-05
14,2025-06-01T07:29:50.679680,225.5965552330017,0.8305675983428955,0.9538443684577942,0.353834331035614,0.8366713523864746,0.8218932747840881,0.3479982316493988,0.7164151668548584,1.539084792137146,0.3485254645347595,0.3431588113307953,9.999999747378752e-05
15,2025-06-01T07:33:37.985156,227.28935599327087,0.827204704284668,0.9549217820167542,0.3506337106227875,0.8342073559761047,0.8199446797370911,0.13330399990081787,0.2894967496395111,8.62216567993164,0.13330399990081787,0.13330399990081787,9.999999747378752e-05
